"title"
"""Nancy Frates: Why my family started the ALS Ice Bucket Challenge. The rest is history"""
"""Will Marshall: Tiny satellites that photograph the entire planet, every day"""
"""David Grady: How to save the world (or at least yourself) from bad meetings"""
"""Vincent Moon and Nana Vasconcelos: The world’s hidden music rituals"""
"""Leana Wen: What your doctor won’t disclose"""
"""Ethan Nadelmann: Why we need to end the War on Drugs"""
"""Michael Green: What the Social Progress Index can reveal about your country"""
"""Ramanan Laxminarayan: The coming crisis in antibiotics"""
"""Haas&Hahn: How painting can transform communities"""
"""Alejandro Aravena: My architectural philosophy? Bring the community into the process"""
"""Kare Anderson: Be an opportunity maker"""
"""Ameenah Gurib-Fakim: Humble plants that hide surprising secrets"""
"""Alessandra Orofino: It’s our city. Let’s fix it"""
"""Jeremy Heimans: What new power looks like"""
"""Debra Jarvis: Yes, I survived cancer. But that doesn't define me"""
"""Photos that give voice to the animal kingdom | Frans Lanting"""
"""Sergei Lupashin: A flying camera ... on a leash"""
"""How I defend the rule of law | Kimberley Motley"""
"""Marc Abrahams: A science award that makes you laugh, then think"""
"""Fabien Cousteau: What I learned from spending 31 days underwater"""
"""Joy Sun: Should you donate differently?"""
"""Fred Swaniker: The leaders who ruined Africa, and the generation who can fix it"""
"""Susan Etlinger: What do we do with all this big data?"""
"""Kitra Cahana: My father, locked in his body but soaring free"""
"""Let’s Help Refugees Thrive, Not Just Survive | Melissa Fleming | TED Talks"""
"""The Future of Early Cancer Detection? | Jorge Soto | TED Talks"""
"""Myriam Sidibe: The simple power of handwashing"""
"""One more reason to get a good night’s sleep | Jeff Iliff"""
"""Glenn Greenwald: Why privacy matters"""
"""Dilip Ratha: The hidden force in global economics: sending money home"""
"""Pia Mancini: How to upgrade democracy for the Internet era"""
"""Why thinking you're ugly is bad for you | Meaghan Ramsey"""
"""Thomas Piketty: New thoughts on capital in the twenty-first century"""
"""Daria van den Bercken: Why I take the piano on the road … and in the air"""
"""Nancy Kanwisher: A neural portrait of the human mind"""
"""Gail Reed: Where to train the world's doctors? Cuba."""
"""Susan Colantuono: The career advice you probably didn’t get"""
"""Francis de los Reyes: Sanitation is a basic human right"""
"""Moshe Safdie: How to reinvent the apartment building"""
"""Matthew O'Reilly: ""Am I dying?"" The honest answer."""
"""Eman Mohammed: The courage to tell a hidden story"""
"""Kenneth Cukier: Big data is better data"""
"""Nicholas Stern: The state of the climate — and what we might do about it"""
"""Antonio Donato Nobre: The magic of the Amazon: A river that flows invisibly all around us"""
"""Avi Reichental: What’s next in 3D printing"""
"""Mac Barnett: Why a good book is a secret door"""
"""Andrew Connolly: What's the next window into our universe?"""
"""Rishi Manchanda: What makes us get sick? Look upstream."""
"""Uldus Bakhtiozina: Wry photos that turn stereotypes upside down"""
"""How not to be ignorant about the world | Hans and Ola Rosling"""
"""Dan Barasch: A park underneath the hustle and bustle of New York City"""
"""I am the son of a terrorist. Here's how I chose peace | Zak Ebrahim"""
"""Colin Grant: The son of a difficult father"""
"""Shubhendu Sharma: How to grow a tiny forest anywhere"""
"""Isabel Allende: How to live passionately—no matter your age"""
"""Why does the universe exist? | Jim Holt"""
"""Jill Shargaa: Please, please, people. Let's put the 'awe' back in 'awesome'"""
"""Sally Kohn: Don’t like clickbait? Don’t click"""
"""Meera Vijayann: Find your voice against gender violence"""
"""Rose Goslinga: Crop insurance, an idea worth seeding"""
"""Martin Rees: Can we prevent the end of the world?"""
"""Ziyah Gafić: Everyday objects, tragic histories"""
"""Laurel Braitman: Depressed dogs, cats with OCD — what animal madness means for us humans"""
"""Jarrett J. Krosoczka: Why lunch ladies are heroes"""
"""Aziza Chaouni: How I brought a river, and my city, back to life"""
"""Tim Berners-Lee: A Magna Carta for the web"""
"""The danger of silence | Clint Smith"""
"""Eric Liu: Why ordinary people need to understand power"""
"""Dan Pacholke: How prisons can help inmates live meaningful lives"""
"""Beware, fellow plutocrats, the pitchforks are coming | Nick Hanauer"""
"""Talithia Williams: Own your body's data"""
"""Megan Washington: Why I live in mortal dread of public speaking"""
"""Janet Iwasa: How animations can help scientists test a hypothesis"""
"""Hubertus Knabe: The dark secrets of a surveillance state"""
"""Margaret Gould Stewart: How giant websites design for you (and a billion others, too)"""
"""An ultra-low-cost college degree | Shai Reshef"""
"""Ze Frank: Are you human?"""
"""Heather Barnett: What humans can learn from semi-intelligent slime"""
"""Shih Chieh Huang: Sculptures that'd be at home at the bottom of the ocean"""
"""Nikolai Begg: A tool to fix one of the most dangerous moments in surgery"""
"""If you were raised to hate, would you choose tolerance? (Book trailer)"""
"""How do you explain consciousness? | David Chalmers"""
"""David Kwong: Two nerdy obsessions meet — and it's magic"""
"""Karima Bennoune: The side of terrorism that doesn't make headlines"""
"""Renata Salecl: Our unhealthy obsession with choice"""
"""A 30-year history of the future | Nicholas Negroponte"""
"""Joi Ito: Want to innovate? Become a ""now-ist"""""
"""Why I love a country that once betrayed me | George Takei"""
"""Paul Bloom: Can prejudice ever be a good thing?"""
"""Which country does the most good for the world? | Simon Anholt"""
"""Sara Lewis: The loves and lies of fireflies"""
"""Chris Domas: The 1s and 0s behind cyber warfare"""
"""How to speak so that people want to listen | Julian Treasure"""
"""Ge Wang: The DIY orchestra of the future"""
"""Naomi Oreskes: Why we should trust scientists"""
"""Lorrie Faith Cranor: What's wrong with your pa$$w0rd?"""
"""Shaka Senghor: Why your worst deeds don't define you"""
"""Billy Collins: Two poems about what dogs think (probably)"""
"""3 ways to speak English | Jamila Lyiscott"""
"""How to make hard choices | Ruth Chang"""
"""Anne Curzan: What makes a word ""real""?"""
"""Kwame Anthony Appiah: Is religion good or bad? (This is a trick question)"""
"""AJ Jacobs: The world's largest family reunion ... we're all invited!"""
"""Uri Alon: Why truly innovative science demands a leap into the unknown"""
"""Will Potter: The shocking move to criminalize nonviolent protest"""
"""Hackers: the internet's immune system | Keren Elazari"""
"""I'm not your inspiration, thank you very much | Stella Young"""
"""Yoruba Richen: What the gay rights movement learned from the civil rights movement"""
"""Robert Full: The secrets of nature's grossest creatures, channeled into robots"""
"""Stephen Burt: Why people need poetry"""
"""The psychology of your future self | Dan Gilbert"""
"""Ray Kurzweil: Get ready for hybrid thinking"""
"""Sting: How I started writing songs again"""
"""Stephen Friend: The hunt for ""unexpected genetic heroes"""""
"""Kitra Cahana: A glimpse of life on the road"""
"""Jon Mooallem: The strange story of the teddy bear and what it reveals"""
"""Sebastian Junger: Why veterans miss war"""
"""Wes Moore: How to talk to veterans about the war"""
"""Chris Kluwe: How augmented reality will change sports ... and build empathy"""
"""How the worst moments in our lives make us who we are | Andrew Solomon"""
"""Jackie Savitz: Save the oceans, feed the world!"""
"""Why good leaders make you feel safe | Simon Sinek"""
"""Rives: The Museum of Four in the Morning"""
"""Tristram Wyatt: The smelly mystery of the human pheromone"""
"""The bridge between suicide and life | Kevin Briggs"""
"""Deborah Gordon: What ants teach us about the brain, cancer and the Internet"""
"""How to rob a bank (from the inside, that is) | William Black"""
"""How sampling transformed music | Mark Ronson"""
"""Comics that ask ""what if?"" | Randall Munroe"""
"""Stanley McChrystal: The military case for sharing knowledge"""
"""Maybe the best robot demo ever | Marco Tempest"""
"""Color blind or color brave? | Mellody Hobson"""
"""Sarah Jones: What does the future hold? 11 characters offer quirky answers"""
"""Gavin Schmidt: The emergent patterns of climate change"""
"""Andrew Bastawrous: Get your next eye exam on a smartphone"""
"""Are athletes really getting faster, better, stronger? | David Epstein"""
"""Autism — what we know (and what we don't know yet) | Wendy Chung"""
"""Success, failure and the drive to keep creating | Elizabeth Gilbert"""
"""James Patten: The best computer interface? Maybe ... your hands"""
"""A shark-deterrent wetsuit (and it's not what you think) | Hamish Jolly"""
"""Michel Laberge: How synchronized hammer strikes could generate nuclear fusion"""
"""Sarah Lewis: Embrace the near win"""
"""Matthew Carter: My life in typefaces"""
"""Philip Evans: How data will transform business"""
"""Louie Schwartzberg: Nature. Beauty. Gratitude."""
"""Jeremy Kasdin: The flower-shaped starshade that might help us detect Earth-like planets"""
"""Norman Spack: How I help transgender teens become who they want to be"""
"""Jennifer Senior: For parents, happiness is a very high bar"""
"""David Brooks: Should you live for your résumé ... or your eulogy?"""
"""Gabby Giffords and Mark Kelly: Be passionate. Be courageous. Be your best."""
"""David Sengeh: The sore problem of prosthetic limbs"""
"""Hidden miracles of the natural world | Louie Schwartzberg"""
"""Christopher Emdin: Teach teachers how to create magic"""
"""Amanda Burden: How public spaces make cities work"""
"""Lawrence Lessig: The unstoppable walk to political reform"""
"""Jennifer Golbeck: The curly fry conundrum: Why social media ""likes"" say more than you might think"""
"""Why giving away our wealth has been the most satisfying thing we've done... | Bill and Melinda Gates"""
"""Allan Adams: The discovery that could rewrite physics"""
"""TED, the Musical"""
"""Why I must come out | Geena Rocero"""
"""New bionics let us run, climb and dance | Hugh Herr"""
"""Del Harvey: The strangeness of scale at Twitter"""
"""Ed Yong: Suicidal wasps, zombie roaches and other parasite tales"""
"""Bran Ferren: To create for the ages, let's combine art and engineering"""
"""My Daughter, Malala | Ziauddin Yousafzai | TED Talks"""
"""Where's Google going next? | Larry Page"""
"""Richard Ledgett: The NSA responds to Edward Snowden's TED Talk"""
"""Charmian Gooch: My wish: To launch a new era of openness in business"""
"""What I learned from going blind in space | Chris Hadfield"""
"""How we take back the internet | Edward Snowden"""
"""Daniel Reisel: The neuroscience of restorative justice"""
"""Steven Pinker and Rebecca Newberger Goldstein: The long reach of reason"""
"""Carin Bondar: The birds and the bees are just the beginning"""
"""Toby Shapshak: You don't need an app for that"""
"""Anne-Marie Slaughter: Can we all ""have it all""?"""
"""Ajit Narayanan: A word game to communicate in any language"""
"""Manu Prakash: A 50-cent microscope that folds like origami"""
"""Gabriel Barcia-Colombo: My DNA vending machine"""
"""Christopher Soghoian: Government surveillance — this is just the beginning"""
"""Mary Lou Jepsen: Could future devices read images from our brains?"""
"""Annette Heuser: The 3 agencies with the power to make or break economies"""
"""Michael Metcalfe: We need money for aid. So let's print it."""
"""Catherine Bracy: Why good hackers make good citizens"""
"""Siddharthan Chandran: Can the damaged brain repair itself?"""
"""Ash Beckham: We're all hiding something. Let's find the courage to open up"""
"""Are we sexual omnivores? | Christopher Ryan"""
"""Fields Wicker-Miurin: Learning from leadership's missing manual"""
"""What it takes to be a great leader | Roselinde Torres"""
"""Molly Stevens: A new way to grow bone"""
"""Love -- you're doing it wrong | Yann Dall'Aglio"""
"""Rupal Patel: Synthetic voices, as unique as fingerprints"""
"""Chris McKnett: The investment logic for sustainability"""
"""Leyla Acaroglu: Paper beats plastic? How to rethink environmental folklore"""
"""David Puttnam: What happens when the media's priority is profit?"""
"""Aparna Rao: Art that craves your attention"""
"""Alex Wissner-Gross: A new equation for intelligence"""
"""Teddy Cruz: How architectural innovations migrate across borders"""
"""Dan Berkenstock: The world is one big dataset. Now, how to photograph it ..."""
"""Esta Soler: How we turned the tide on domestic violence (Hint: the Polaroid helped)"""
"""Maya Penn: Meet a young entrepreneur, cartoonist, designer, activist ..."""
"""Nicolas Perony: Puppies! Now that I've got your attention, complexity theory"""
"""Anne Milgram: Why smart statistics are the key to fighting crime"""
"""Anant Agarwal: Why massively open online courses (still) matter"""
"""How I beat stage fright | Joe Kowan"""
"""Yves Morieux: As work gets more complex, 6 rules to simplify"""
"""Paula Johnson: His and hers ... healthcare"""
"""A little-told tale of sex and sensuality | Shereen El Feki"""
"""Robots with ""soul"" | Guy Hoffman"""
"""Luke Syson: How I learned to stop worrying and love ""useless"" art"""
"""Sheryl Sandberg: So we leaned in ... now what?"""
"""Mark Kendall: Demo: A needle-free vaccine patch that's safer and way cheaper"""
"""Harish Manwani: Profit's not always the point"""
"""Ryan Holladay: To hear this music you have to be there. Literally"""
"""Frederic Kaplan: How I built an information time machine"""
"""Why dieting doesn't usually work | Sandra Aamodt"""
"""Roger Stein: A bold new way to fund drug research"""
"""Suzanne Talhouk: Don't kill your language"""
"""I got 99 problems... palsy is just one | Maysoon Zayid"""
"""Mick Cornett: How an obese town lost a million pounds"""
"""Never, ever give up | Diana Nyad"""
"""Does money make you mean? | Paul Piff"""
"""Krista Donaldson: The $80 prosthetic knee that's changing lives"""
"""Depression, the secret we share | Andrew Solomon"""
"""Marco Annunziata: Welcome to the age of the industrial internet"""
"""Toni Griffin: A new vision for rebuilding Detroit"""
"""The 4 stories we tell ourselves about death | Stephen Cave"""
"""Sally Kohn: Let's try emotional correctness (No profanity)"""
"""Diébédo Francis Kéré: How to build with clay... and community"""
"""Boyd Varty: What I learned from Nelson Mandela"""
"""Rose George: Inside the secret shipping industry"""
"""Enrique Peñalosa: Why buses represent democracy in action"""
"""My underwater robot | David Lang"""
"""Sally Kohn: Let's try emotional correctness"""
"""Geraldine Hamilton: Body parts on a chip"""
"""Toby Eccles: Invest in social change"""
"""Want to be happy? Be grateful | David Steindl-Rast"""
"""What is so special about the human brain? | Suzana Herculano-Houzel"""
"""Jared Diamond: How societies can grow old better"""
"""Peter Doolittle: How your ""working memory"" makes sense of the world"""
"""Andreas Raptopoulos: No roads? There's a drone for that"""
"""Henry Evans and Chad Jenkins: Meet the robots for humanity"""
"""Greg Asner: Ecology from the air"""
"""Lian Pin Koh: A drone's-eye view of conservation"""
"""Jane McGonigal: Massively multi-player... thumb-wrestling?"""
"""Mohamed Ali: The link between unemployment and terrorism"""
"""Stefan Larsson: What doctors can learn from each other"""
"""Chris Downey: Design with the blind in mind"""
"""Dambisa Moyo: Is China the new idol for emerging economies?"""
"""The magic of Fibonacci numbers | Arthur Benjamin"""
"""How the NSA betrayed the world's trust -- time to act | Mikko Hypponen"""
"""Grégoire Courtine: The paralyzed rat that walked"""
"""What I discovered in New York City trash | Robin Nagle"""
"""The deadly genius of drug cartels | Rodrigo Canales"""
"""The art of bow-making | Dong Woo Jang"""
"""Holly Morris: Why stay in Chernobyl? Because it's home."""
"""Abha Dawesar: Life in the ""digital now"""""
"""Mohamed Hijri: A simple solution to the coming phosphorus crisis"""
"""Mariana Mazzucato: Government -- investor, risk-taker, innovator"""
"""Xavier Vilalta: Architecture at home in its community"""
"""Why our universe might exist on a knife-edge | Gian Giudice"""
"""An Ode to Envy | Parul Sehgal | TED Talks"""
"""Charles Robertson: Africa's next boom"""
"""Steve Howard: Let's go all-in on selling sustainability"""
"""Who am I? Think again | Hetain Patel"""
"""What will a future without secrets look like? | Alessandro Acquisti"""
"""Iwan Baan: Ingenious homes in unexpected places"""
"""Amanda Bennett: We need a heroic narrative for death"""
"""Jeff Speck: The walkable city"""
"""Andrew Fitzgerald: Adventures in Twitter fiction"""
"""Gary Slutkin: Let's treat violence like a contagious disease"""
"""Trita Parsi: Iran and Israel: Peace is possible"""
"""Janette Sadik-Khan: New York's streets? Not so mean any more"""
"""Michael Sandel: Why we shouldn't trust markets with our civic life"""
"""Michael Porter: Why business can be good at solving social problems"""
"""Jason Pontin: Can technology solve our big problems?"""
"""Psychedelic Science | Fabian Oefner | TED Talks"""
"""How I hacked online dating | Amy Webb"""
"""Kelli Swazey: Life that doesn't end with death"""
"""The unheard story of David and Goliath | Malcolm Gladwell"""
"""Why we need to talk about depression | Kevin Breel"""
"""Why our IQ levels are higher than our grandparents' | James Flynn"""
"""Onora O'Neill: What we don't understand about trust"""
"""Stuart Firestein: The pursuit of ignorance"""
"""How reliable is your memory? | Elizabeth Loftus"""
"""Benjamin Barber: Why mayors should rule the world"""
"""Andras Forgacs: Leather and meat without killing animals"""
"""Eric Berlow and Sean Gourley: Mapping ideas worth spreading"""
"""Marla Spivak: Why bees are disappearing"""
"""James Lyne: Everyday cybercrime -- and what you can do about it"""
"""The art of misdirection | Apollo Robbins"""
"""Sonia Shah: 3 reasons we still haven't gotten rid of malaria"""
"""Ron McCallum: How technology allowed me to read"""
"""Jake Barton: The museum of you"""
"""George Monbiot: For more wonder, rewild the world"""
"""Your body is my canvas | Alexa Meade"""
"""Chrystia Freeland: The rise of the new global super-rich"""
"""How to make stress your friend | Kelly McGonigal"""
"""Adam Spencer: Why I fell in love with monster prime numbers"""
"""Making peace is a marathon | May El-Khalil"""
"""Steve Ramirez and Xu Liu: A mouse. A laser beam. A manipulated memory."""
"""Why do we sleep? | Russell Foster"""
"""Shigeru Ban: Emergency shelters made from paper"""
"""Margaret Heffernan: The dangers of ""willful blindness"""""
"""Derek Paravicini and Adam Ockelford: In the key of genius"""
"""The voices in my head | Eleanor Longden"""
"""Saki Mafundikwa: Ingenuity and elegance in ancient African alphabets"""
"""Design for All 5 Senses | Jinsop Lee | TED Talks"""
"""Daniel H. Cohen: For argument's sake"""
"""The polyphonic me | Beardyman"""
"""Peter van Manen: How can Formula 1 racing help ... babies?"""
"""Julie Taymor: Spider-Man, The Lion King and life on the creative edge"""
"""Eli Beer: The fastest ambulance? A motorcycle"""
"""Bastian Schaefer: A 3D-printed jumbo jet?"""
"""Tania Luna: How a penny made me feel like a millionaire"""
"""Paul Kemp-Robertson: Bitcoin. Sweat. Tide. Meet the future of branded currency."""
"""Roberto D'Angelo + Francesca Fedeli: In our baby's illness, a life lesson"""
"""Kate Stone: DJ decks made of... paper"""
"""John Searle: Our shared condition -- consciousness"""
"""The orchestra in my mouth | Tom Thum"""
"""Two young scientists break down plastics with bacteria"""
"""Pico Iyer: Where is home?"""
"""Gavin Pretor-Pinney: Cloudy with a chance of joy"""
"""Bernie Krause: The voice of the natural world"""
"""Al Vernacchio: Sex needs a new metaphor. Here's one ..."""
"""A promising test for pancreatic cancer ... from a teenager | Jack Andraka"""
"""The interspecies Internet? An idea in progress..."""
"""Michael Green: Why we should build wooden skyscrapers"""
"""Charmian Gooch: Meet global corruption's hidden players"""
"""Bluegrass virtuosity from ... New Jersey? | Sleepy Man Banjo Boys"""
"""Jinha Lee: Reach into the computer and grab a pixel"""
"""Joel Selanikio: The surprising seeds of a big-data revolution in healthcare"""
"""Eric X. Li: A tale of two political systems"""
"""Rodney Brooks: Why we will rely on robots"""
"""Michael Archer: How we'll resurrect the gastric brooding frog, the Tasmanian tiger"""
"""Bob Mankoff: Anatomy of a New Yorker cartoon"""
"""Peter Attia: What if we're wrong about diabetes?"""
"""Lesley Hazleton: The doubt essential to faith"""
"""Camille Seaman: Photos from a storm chaser"""
"""What will future jobs look like? | Andrew McAfee"""
"""Paul Pholeros: How to reduce poverty? Fix homes"""
"""The family I lost in North Korea. And the family I gained | Joseph Kim"""
"""Juliana Rotich: Meet BRCK, Internet access built for Africa"""
"""Didier Sornette: How we can predict the next financial crisis"""
"""A Saudi woman who dared to drive | Manal al-Sharif"""
"""Daniel Suarez: The kill decision shouldn't belong to a robot"""
"""George Papandreou: Imagine a European democracy without borders"""
"""The astounding athletic power of quadcopters | Raffaello D'Andrea"""
"""Martin Villeneuve: How I made an impossible film"""
"""Denise Herzing: Could we speak the language of dolphins?"""
"""How I named, shamed and jailed | Anas Aremeyaw Anas"""
"""Alex Laskey: How behavioral science can lower your energy bill"""
"""Love, no matter what | Andrew Solomon"""
"""How books can open your mind | Lisa Bu"""
"""Hendrik Poinar: Bring back the woolly mammoth!"""
"""Jackson Katz: Violence against women—it's a men's issue"""
"""Paola Antonelli: Why I brought Pac-Man to MoMA"""
"""The violin, and my dark night of the soul | Ji-Hae Park"""
"""Alastair Parvin: Architecture for the people by the people"""
"""Judy MacDonald Johnston: Prepare for a good end of life"""
"""Embrace the Shake | Phil Hansen | TED Talks"""
"""Peter Singer: The why and how of effective altruism"""
"""Sergey Brin: Why Google Glass?"""
"""Jay Silver: Hack a banana, make a keyboard!"""
"""Liu Bolin: The invisible man"""
"""Maria Bezaitis: The surprising need for strangeness"""
"""Why 30 is not the new 20 | Meg Jay"""
"""How to escape education's death valley | Sir Ken Robinson"""
"""Grit: the power of passion and perseverance | Angela Lee Duckworth"""
"""Our failing schools. Enough is enough! | Geoffrey Canada"""
"""Pearl Arredondo: My story, from gangland daughter to star teacher"""
"""Malcolm London: ""High School Training Ground"""""
"""Ramsey Musallam: 3 rules to spark learning"""
"""Bill Gates: Teachers need real feedback"""
"""Learn to read Chinese ... with ease! | ShaoLan"""
"""Timothy Bartik: The economic case for preschool"""
"""Every kid needs a champion | Rita Pierson"""
"""Juan Enriquez: Your online life, permanent as a tattoo"""
"""The silent drama of photography | Sebastião Salgado"""
"""Taylor Wilson: My radical plan for small nuclear fission reactors"""
"""Nilofer Merchant: Got a meeting? Take a walk"""
"""10 top time-saving tech tips | David Pogue"""
"""Jennifer Healey: If cars could talk, accidents might be avoidable"""
"""Erik Brynjolfsson: The key to growth? Race with the machines"""
"""Robert Gordon: The death of innovation, the end of growth"""
"""John McWhorter: Txtng is killing language. JK!!!"""
"""My journey to yo-yo mastery | BLACK"""
"""Andres Lozano: Parkinson's, depression and the switch that might turn them off"""
"""Joshua Prager: In search for the man who broke my neck"""
"""Thomas Insel: Toward a new understanding of mental illness"""
"""Rose George: Let's talk crap. Seriously."""
"""Laura Snyder: The Philosophical Breakfast Club"""
"""Eric Dishman: Health care should be a team sport"""
"""What makes us feel good about our work? | Dan Ariely"""
"""Keller Rinaudo: A mini robot -- powered by your phone"""
"""Freeman Hrabowski: 4 pillars of college success in science"""
"""Ken Jennings: Watson, Jeopardy and me, the obsolete know-it-all"""
"""The emergence of ""4D printing"" | Skylar Tibbits"""
"""We the People, and the Republic we must reclaim | Lawrence Lessig"""
"""A skateboard, with a boost | Sanjay Dastoor"""
"""Kees Moeliker: How a dead duck changed my life"""
"""Colin Camerer: Neuroscience, game theory, monkeys"""
"""Richard Turere: My invention that made peace with lions"""
"""Mark Shaw: One very dry demo"""
"""Jessica Green: Good germs make healthy buildings"""
"""Eric Whitacre: Virtual Choir Live"""
"""Francis Collins: We need better drugs -- now"""
"""My escape from North Korea | Hyeonseo Lee"""
"""The mind behind Tesla, SpaceX, SolarCity ... | Elon Musk"""
"""Danny Hillis: The Internet could crash. We need a Plan B"""
"""Catarina Mota: Play with smart materials"""
"""Bono: The good news on poverty (Yes, there's good news)"""
"""Stewart Brand: The dawn of de-extinction. Are you ready?"""
"""David Anderson: Your brain is more than a bag of chemicals"""
"""The way we think about charity is dead wrong | Dan Pallotta"""
"""""To This Day"" ... for the bullied and beautiful | Shane Koyczan"""
"""Kakenya Ntaiya: A girl who demanded school"""
"""A guerilla gardener in South Central LA | Ron Finley"""
"""How we found the giant squid | Edith Widder"""
"""How to green the world's deserts and reverse climate change | Allan Savory"""
"""The art of asking | Amanda Palmer"""
"""Jennifer Granholm: A clean energy proposal -- race to the top!"""
"""Sugata Mitra: Build a School in the Cloud"""
"""Bruno Maisonnier: Dance, tiny robots!"""
"""Bruce Feiler: Agile programming -- for your family"""
"""Michael Dickinson: How a fly flies"""
"""Andreas Schleicher: Use data to build better schools"""
"""Afra Raymond: Three myths about corruption"""
"""Keith Chen: Could your language affect your ability to save money?"""
"""Miguel Nicolelis: A monkey that controls a robot with its thoughts. No, really."""
"""Young-ha Kim: Be an artist, right now!"""
"""The secret to desire in a long-term relationship | Esther Perel"""
"""James B. Glattfelder: Who controls the world?"""
"""Edi Rama: Take back your city with paint"""
"""Erik Schlangen: A ""self-healing"" asphalt"""
"""Dare to Educate Afghan Girls | Shabana Basij-Rasikh | TED Talks"""
"""Lee Cronin: Print your own medicine"""
"""Cesar Kuriyama: One second every day"""
"""Tyler DeWitt: Hey science teachers -- make it fun"""
"""Zahra' Langhi: Why Libya's revolution didn't work -- and what might"""
"""iO Tillett Wright: Fifty shades of gay"""
"""Mitch Resnick: Let's teach kids to code"""
"""Wingham Rowan: A new kind of job market"""
"""Why domestic violence victims don't leave | Leslie Morgan Steiner"""
"""Steven Schwaitzberg: A universal translator for surgeons"""
"""Colin Powell: Kids need structure"""
"""Janine di Giovanni: What I saw in the war"""
"""How movies teach manhood | Colin Stokes"""
"""Richard Weller: Could the sun be good for your heart?"""
"""Looks aren't everything. Believe me, I'm a model. | Cameron Russell"""
"""Ellen Jorgensen: Biohacking -- you can do it, too"""
"""Angela Patton: A father-daughter dance ... in prison"""
"""All it takes is 10 mindful minutes | Andy Puddicombe"""
"""Boghuma Kabisen Titanji: Ethical riddles in HIV research"""
"""Jarrett J. Krosoczka: How a boy became an artist"""
"""Deep sea diving ... in a wheelchair | Sue Austin"""
"""Jonathan Haidt: How common threats can make common (political) ground"""
"""Don Levy: A cinematic journey through visual effects"""
"""Hadyn Parry: Re-engineering mosquitos to fight disease"""
"""What fear can teach us | Karen Thompson Walker"""
"""Israel and Iran: A love story?"""
"""Adam Davidson: What we learned from teetering on the fiscal cliff"""
"""Steven Addis: A father-daughter bond, one photo at a time"""
"""Molly Crockett: Beware neuro-bunk"""
"""Robin Chase: Excuse me, may I rent your car?"""
"""Why bother leaving the house? | Ben Saunders"""
"""Marcus Byrne: The dance of the dung beetle"""
"""A Saudi, an Indian and an Iranian walk into a Qatari bar ... | Maz Jobrani"""
"""Markham Nolan: How to separate fact and fiction online"""
"""Ellen 't Hoen: Pool medical patents, save lives"""
"""Fahad Al-Attiya: A country with no water"""
"""Lemon Andersen performs ""Please don't take my Air Jordans"""""
"""Nina Tandon: Could tissue engineering mean personalized medicine?"""
"""Jeff Smith: Lessons in business ... from prison"""
"""Ludwick Marishane: A bath without water"""
"""Bobby Ghosh: Why global jihad is losing"""
"""Paolo Cardini: Forget multitasking, try monotasking"""
"""Munir Virani: Why I love vultures"""
"""Janine Shepherd: A broken body isn't a broken person"""
"""Jonas Eliasson: How to solve traffic jams"""
"""Ernesto Sirolli: Want to help someone? Shut up and listen!"""
"""Teenaged boy wonders play bluegrass | The Sleepy Man Banjo Boys"""
"""Amos Winter: The cheap all-terrain wheelchair"""
"""Your brain on video games | Daphne Bavelier"""
"""David Binder: The arts festival revolution"""
"""Leah Buechley: How to ""sketch"" with electronics"""
"""Hannah Brencher: Love letters to strangers"""
"""Arunachalam Muruganantham: How I started a sanitary napkin revolution!"""
"""4 Lessons in Creativity | Julie Burstein | TED Talks"""
"""Jeff Hancock: 3 types of (digital) lies"""
"""Georgette Mulheir: The tragedy of orphanages"""
"""Gary Greenberg: The beautiful nano details of our world"""
"""Jake Wood: A new mission for veterans -- disaster relief"""
"""Want to be happier? Stay in the moment | Matt Killingsworth"""
"""Faith Jegede: What I've learned from my autistic brothers"""
"""Sanjay Pradhan: How open data is changing international aid"""
"""Rory Stewart: Why democracy matters"""
"""A cyber-magic card trick like no other | Marco Tempest"""
"""Metal that breathes | Doris Kim Sung"""
"""A 12-year-old app developer | Thomas Suarez"""
"""Lemn Sissay: A child of the state"""
"""David Pizarro: The strange politics of disgust"""
"""Pankaj Ghemawat: Actually, the world isn't flat"""
"""Ryan Merkley: Online video -- annotated, remixed and popped"""
"""Heather Brooke: My battle to expose government corruption"""
"""Beau Lotto + Amy O'Toole: Science is for everyone, kids included"""
"""John Wilbanks: Let's pool our medical data"""
"""Eddie Obeng: Smart failure for a fast-changing world"""
"""Maurizio Seracini: The secret lives of paintings"""
"""Melissa Marshall: Talk nerdy to me"""
"""What's so funny about mental illness? | Ruby Wax"""
"""John Maeda: How art, technology and design inform creative leaders"""
"""Tim Leberecht: 3 ways to (usefully) lose control of your brand"""
"""Thomas P. Campbell: Weaving narratives in museum galleries"""
"""Shimon Schocken: The self-organizing computer course"""
"""Gabriel Barcia-Colombo: Capturing memories in video art"""
"""Jason McCue: Terrorism is a failed brand"""
"""Robert Gupta: Between music and medicine"""
"""Vicki Arroyo: Let's prepare for our new climate"""
"""Mark Forsyth: What's a snollygoster? A short lesson in political speak"""
"""Your body language shapes who you are | Amy Cuddy"""
"""Aris Venetikidis: Making sense of maps"""
"""Lisa Kristine: Photos that bear witness to modern slavery"""
"""Jonathan Trent: Energy from floating algae pods"""
"""Bahia Shehab: A thousand times no"""
"""Kent Larson: Brilliant designs to fit more people in every city"""
"""Beth Noveck: Demand a more open-source government"""
"""What doctors don't know about the drugs they prescribe | Ben Goldacre"""
